"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","36514","Verify Work Board","chrome","Tue Aug 26 18:13:13 IST 2025","passed","Tue Aug 26 18:13:49 IST 2025","","BoardCertifciate.spec.js","",""
